distance_km,duration_min,time_of_day,traffic_level,weather,demand_level,pickup_zone,ride_price
7.41,7.9927842670360185,morning,medium,clear,normal,city_center,11.83
8.96,16.184971587888025,afternoon,low,rainy,low,airport,21.17
13.5,12.625485179646484,evening,medium,stormy,normal,suburbs,27.34
11.53,25.98184507097198,afternoon,high,clear,low,city_center,22.02
1.52,6.552041883526291,morning,high,clear,low,suburbs,10.43
20.83,31.100144960635237,night,medium,clear,low,suburbs,29.63
22.51,49.05115125666852,night,medium,rainy,normal,suburbs,39.94
4.37,5.0,evening,high,clear,normal,suburbs,5.0
14.3,13.41383327233694,morning,low,clear,normal,airport,30.75
3.61,8.927902898300063,morning,high,rainy,normal,suburbs,13.38
17.13,40.29200764801311,evening,medium,clear,low,suburbs,30.02
7.75,16.11868323320356,evening,high,clear,normal,suburbs,18.17
16.83,66.21014573038872,afternoon,medium,clear,normal,city_center,42.3
18.45,29.254640815715895,afternoon,low,clear,normal,airport,29.73
19.45,40.71997410359222,night,high,rainy,normal,city_center,37.33
3.59,9.448285840347937,afternoon,low,rainy,high,suburbs,14.04
22.98,45.2604869435165,night,high,clear,normal,city_center,42.84
6.53,14.30743284951351,afternoon,medium,clear,low,airport,14.77
1.9,5.0,evening,low,rainy,high,airport,8.63
14.32,29.605111313683313,morning,medium,clear,high,city_center,40.16
9.9,21.881220956564622,afternoon,medium,rainy,high,suburbs,25.91
20.91,40.5428731843926,night,medium,rainy,low,city_center,29.22
20.4,53.390383161281754,evening,high,rainy,normal,airport,57.14
8.61,14.624159620356238,afternoon,low,rainy,high,airport,24.95
23.87,45.59563815426579,afternoon,low,stormy,high,suburbs,55.15
7.98,14.40972067564427,morning,low,rainy,normal,city_center,15.41
13.36,20.552155550732486,evening,high,rainy,high,suburbs,31.05
7.14,11.37856392937359,morning,low,clear,normal,suburbs,11.44
23.47,60.22434775140003,afternoon,high,clear,low,airport,43.22
4.95,8.698127150128734,afternoon,high,stormy,high,suburbs,18.16
2.08,5.0,evening,medium,clear,normal,suburbs,5.0
11.44,29.84522646786069,afternoon,medium,clear,normal,suburbs,20.41
24.82,46.56355577993292,night,medium,clear,high,city_center,50.39
22.4,31.7096835436423,evening,low,clear,high,city_center,43.94
18.97,39.971131181832575,night,medium,clear,normal,airport,36.41
22.38,49.618014547464504,afternoon,medium,clear,high,suburbs,48.52
22.44,53.0151750711631,afternoon,low,clear,low,suburbs,32.33
13.45,42.32527447007104,night,medium,stormy,normal,suburbs,32.14
8.58,24.874734754862644,morning,low,clear,normal,city_center,19.57
19.53,26.861889672308674,night,low,clear,normal,city_center,31.68
16.88,36.81019709636517,morning,medium,clear,normal,airport,38.87
9.97,19.852564831962738,evening,high,clear,high,airport,31.9
3.27,5.0,evening,high,clear,normal,suburbs,5.0
18.92,43.1429735182814,evening,low,clear,high,city_center,46.89
7.3,18.853096893892094,evening,medium,clear,high,city_center,22.97
23.48,62.97999389549357,morning,medium,stormy,high,airport,74.64
6.78,11.64822214878999,afternoon,medium,clear,high,suburbs,13.07
3.95,12.80619266358856,afternoon,low,clear,normal,city_center,11.52
20.95,23.97252305884985,night,medium,rainy,high,airport,49.57
4.68,20.72734002924394,afternoon,medium,clear,normal,city_center,17.43
5.3,5.0,morning,medium,clear,high,city_center,11.65
15.39,21.680940632932067,afternoon,low,clear,high,city_center,28.74
21.99,44.343870886167956,evening,medium,clear,low,city_center,38.22
5.71,8.984197914750828,night,low,clear,high,suburbs,14.1
8.45,19.00211039624483,night,medium,clear,normal,city_center,21.69
19.66,45.190855168720226,morning,high,clear,normal,city_center,44.01
24.32,49.2931126521656,evening,low,clear,low,suburbs,35.28
13.02,21.857002487519445,afternoon,medium,clear,normal,airport,25.34
4.45,12.975885344902018,evening,medium,clear,normal,city_center,10.72
1.33,5.0,evening,medium,stormy,high,airport,13.4
6.51,17.270984244048925,afternoon,medium,clear,normal,airport,16.37
4.16,11.830352220179144,afternoon,high,clear,normal,city_center,13.92
17.26,38.51389227231689,afternoon,medium,rainy,normal,city_center,35.02
3.92,5.0,afternoon,medium,clear,low,city_center,5.0
13.15,29.5238677314149,afternoon,low,clear,normal,suburbs,18.85
17.66,30.899023056360733,afternoon,low,clear,high,airport,35.49
14.95,30.145584771217038,afternoon,high,clear,low,airport,29.04
5.79,9.45126372342998,afternoon,medium,clear,high,suburbs,15.21
20.3,52.268121961649086,evening,medium,rainy,normal,airport,44.28
18.17,26.387230777912848,evening,medium,clear,low,suburbs,27.31
18.74,24.20483552329059,night,medium,clear,normal,airport,35.91
4.15,5.0,afternoon,medium,clear,normal,city_center,6.42
3.97,5.0,evening,low,stormy,high,suburbs,9.88
23.26,36.223093830734186,night,high,clear,normal,city_center,39.6
10.54,13.516336903924934,afternoon,high,clear,normal,city_center,22.54
8.22,12.362341587506734,evening,high,clear,high,suburbs,22.35
12.73,20.958596586810092,night,low,clear,normal,suburbs,21.57
16.91,39.261921670663554,evening,medium,clear,high,city_center,42.86
23.93,47.37573753391679,morning,high,clear,high,suburbs,65.67
7.87,21.26652000994016,morning,high,rainy,normal,airport,25.96
23.2,51.36798327045802,afternoon,low,rainy,normal,city_center,43.52
1.6,7.481128808016727,evening,low,clear,low,city_center,9.37
14.32,23.655953967274222,evening,medium,clear,high,airport,41.43
16.22,32.97835879788058,morning,low,clear,normal,city_center,32.85
3.54,10.226798843833274,afternoon,low,clear,normal,city_center,7.24
4.37,5.0,afternoon,medium,clear,normal,suburbs,11.51
11.06,35.53878270935363,evening,low,clear,high,suburbs,36.3
24.19,42.642179554380604,afternoon,medium,clear,normal,city_center,33.99
15.31,39.423979790076906,morning,medium,clear,normal,suburbs,31.32
23.39,56.44073815071461,evening,low,clear,high,city_center,55.85
20.3,42.2261367972301,morning,high,clear,high,city_center,57.9
12.22,16.676539285202118,evening,medium,clear,high,city_center,28.3
19.83,43.64324675584697,afternoon,high,clear,normal,suburbs,38.44
1.43,6.524763830560655,afternoon,low,clear,normal,city_center,5.04
3.62,7.69617558764876,evening,medium,clear,normal,suburbs,5.02
20.91,43.88745019435639,morning,medium,rainy,normal,suburbs,37.55
20.12,28.767694789749747,morning,high,clear,high,suburbs,49.76
6.58,22.551096954915916,night,low,clear,normal,city_center,14.14
13.74,23.240930038971715,evening,medium,rainy,high,airport,34.13
15.54,34.80186710610623,afternoon,low,clear,low,airport,25.22
21.83,66.87462767619559,evening,high,clear,normal,city_center,58.21
15.47,22.38212622634729,afternoon,medium,clear,normal,suburbs,19.88
10.9,11.763396226561749,evening,medium,clear,high,suburbs,23.53
9.98,16.89297140057956,evening,medium,clear,normal,suburbs,18.21
11.22,26.416746520426578,morning,low,clear,normal,suburbs,22.05
16.65,33.613491417458,evening,low,clear,normal,suburbs,30.18
21.82,25.065337423346467,afternoon,medium,rainy,high,suburbs,34.99
11.89,24.176493607877102,afternoon,medium,rainy,normal,suburbs,21.37
6.95,15.941947368471679,afternoon,medium,rainy,normal,city_center,14.12
6.68,18.827519090624634,night,low,clear,low,suburbs,11.38
18.9,48.52147133782054,evening,high,clear,high,city_center,57.11
20.6,35.39962304921184,evening,high,clear,low,city_center,36.92
3.53,8.152272557896993,afternoon,high,stormy,normal,suburbs,10.86
2.6,10.679560641601345,afternoon,medium,rainy,normal,suburbs,9.9
15.27,32.66844603723645,evening,medium,rainy,low,city_center,31.07
4.51,5.0,morning,medium,clear,high,airport,24.66
20.79,34.80532225149333,night,high,clear,normal,airport,41.8
8.45,19.75665358562018,evening,low,clear,normal,city_center,21.43
4.45,5.0,night,high,clear,normal,airport,12.43
23.1,39.37621769971205,morning,medium,clear,normal,city_center,38.21
4.97,8.8903735578591,afternoon,medium,clear,low,airport,11.93
7.83,16.409479003256305,afternoon,low,clear,low,city_center,11.23
4.69,7.740430225095435,night,high,rainy,normal,city_center,14.99
3.77,5.0,morning,medium,clear,normal,suburbs,12.28
1.51,5.0,evening,medium,clear,normal,suburbs,7.25
2.33,9.669304228252692,evening,medium,clear,normal,city_center,9.6
5.19,9.070527666991238,night,high,clear,high,airport,19.7
2.28,5.2405223494514015,night,medium,rainy,normal,suburbs,7.15
15.19,19.505348056498033,evening,low,rainy,normal,suburbs,28.58
17.34,29.651573295255922,afternoon,low,clear,normal,airport,32.25
10.45,17.927720342224767,evening,medium,clear,normal,city_center,25.17
8.63,16.12924406417962,afternoon,high,clear,high,city_center,22.32
13.11,21.07925348558708,evening,medium,clear,high,airport,34.2
22.0,37.66450268940942,afternoon,medium,rainy,low,city_center,32.99
21.43,64.71420609339091,evening,low,rainy,low,suburbs,39.84
2.04,5.0,afternoon,low,clear,high,city_center,10.45
5.36,12.301118027543662,evening,medium,rainy,normal,city_center,12.69
6.68,12.924911093023745,afternoon,medium,clear,normal,city_center,10.11
6.99,11.636182142142019,evening,medium,clear,high,airport,28.03
14.71,21.385094375839806,morning,low,clear,low,suburbs,24.23
10.99,23.305243935142872,morning,low,stormy,low,suburbs,22.57
2.18,5.327059178247799,night,medium,rainy,high,airport,15.28
9.97,24.10707287974603,evening,high,rainy,normal,suburbs,26.93
13.57,26.676039413415854,morning,low,clear,normal,airport,28.69
3.44,11.729631908152601,evening,medium,stormy,high,city_center,20.75
21.0,31.57736708992455,evening,low,clear,normal,airport,41.01
2.25,5.021714391437523,evening,low,clear,low,airport,12.56
23.2,39.17854476672724,afternoon,low,clear,low,airport,30.54
3.38,5.0,evening,medium,clear,high,city_center,7.82
21.25,44.45530689053952,morning,low,clear,high,city_center,51.2
22.66,54.301436708341285,evening,medium,clear,normal,suburbs,47.28
24.51,44.51205529270136,afternoon,medium,stormy,normal,suburbs,39.51
20.25,46.290748521715464,evening,high,rainy,low,airport,49.66
19.71,35.497518562314774,afternoon,high,rainy,low,suburbs,30.86
16.42,37.783236463424934,morning,medium,clear,normal,city_center,34.6
19.7,70.39827599177195,night,medium,clear,high,city_center,56.87
4.23,15.084249473406127,night,medium,rainy,low,airport,14.35
13.87,45.05807571923215,night,medium,rainy,low,city_center,28.82
13.34,33.003093176129724,evening,high,clear,high,suburbs,41.91
21.58,45.90723611953929,morning,high,clear,low,airport,49.67
12.11,30.50298230942209,evening,low,clear,low,airport,25.21
10.24,35.16759685914117,afternoon,medium,rainy,normal,city_center,23.56
16.35,31.36404015205368,afternoon,low,clear,normal,city_center,27.44
7.4,9.49352118011452,morning,medium,clear,normal,city_center,15.86
4.35,10.351049248030414,morning,medium,clear,normal,airport,13.02
12.47,30.997908788614115,morning,high,clear,normal,suburbs,23.46
11.01,6.8785855849424316,morning,medium,rainy,low,city_center,13.15
6.58,15.741820579283829,evening,medium,rainy,high,suburbs,18.4
9.82,19.982268629114593,night,medium,clear,normal,suburbs,17.35
9.79,25.257085798897304,afternoon,low,clear,high,city_center,26.35
8.86,17.758569186510254,morning,medium,clear,high,suburbs,19.14
10.11,11.712533557468419,morning,low,rainy,low,suburbs,14.25
17.46,24.315925993586387,evening,medium,clear,high,city_center,41.85
8.13,16.09135071217605,afternoon,high,clear,normal,suburbs,14.6
23.77,51.629118748542176,evening,high,stormy,low,suburbs,55.06
22.99,52.73504106584548,morning,low,clear,low,suburbs,39.7
12.54,28.417418285194543,evening,medium,rainy,high,suburbs,37.21
8.88,18.68484293405172,evening,high,clear,normal,city_center,20.2
13.85,16.202473622213542,morning,low,clear,normal,city_center,22.14
21.37,60.07050870622538,night,low,rainy,high,suburbs,52.1
16.66,36.914948763935854,afternoon,medium,rainy,high,city_center,42.49
20.31,55.921508185751776,morning,medium,clear,high,airport,59.98
13.79,43.32719560872184,evening,medium,clear,high,suburbs,40.86
16.19,42.35138752908675,afternoon,high,rainy,low,suburbs,25.24
7.92,17.281903464088625,night,high,rainy,normal,airport,18.88
18.64,39.05789395158901,afternoon,high,clear,normal,airport,41.95
5.86,18.620207086851387,night,high,rainy,normal,suburbs,18.57
17.68,48.88640285303775,evening,low,rainy,high,suburbs,48.89
21.66,44.6206346503204,evening,low,clear,high,city_center,57.37
4.17,17.52954178282059,morning,high,clear,normal,suburbs,13.98
15.75,36.037719199053846,morning,high,rainy,high,suburbs,49.73
3.28,5.0,night,medium,stormy,high,city_center,13.1
18.42,40.089495655813124,evening,low,clear,normal,airport,40.69
3.03,5.0,night,low,rainy,normal,city_center,10.08
23.46,46.56859498409192,afternoon,high,clear,high,airport,56.39
4.3,20.606807660217346,evening,low,rainy,normal,city_center,12.94
24.01,34.95230603996363,night,high,clear,normal,airport,44.75
20.22,37.91160209683783,evening,medium,stormy,high,airport,60.12
15.25,37.63668141633448,afternoon,high,rainy,high,city_center,47.99
19.78,36.72396718632596,evening,low,rainy,high,airport,52.13
20.08,41.59337180827631,afternoon,high,clear,normal,city_center,37.26
23.7,64.78829437037398,afternoon,medium,clear,normal,suburbs,42.02
7.08,11.04724997750913,morning,high,clear,low,suburbs,15.86
15.16,25.186187948508408,night,low,clear,normal,airport,27.04
3.28,15.664003790559157,night,low,clear,normal,city_center,13.12
15.79,37.09455481610025,night,low,rainy,low,city_center,22.17
5.11,15.312590861830058,afternoon,high,clear,high,airport,18.83
14.56,25.006571035398732,evening,low,clear,normal,city_center,27.15
14.74,32.9628658768704,afternoon,medium,rainy,low,airport,33.92
12.18,22.40419938644924,afternoon,low,clear,low,airport,20.16
13.54,26.151410836140528,evening,medium,clear,normal,airport,31.45
19.33,37.24464489051109,morning,medium,rainy,normal,city_center,41.39
20.18,41.352930670953626,morning,high,clear,high,city_center,57.49
12.81,41.47838457034189,evening,medium,clear,low,airport,31.87
15.39,38.76619841729237,evening,high,clear,normal,airport,44.36
23.35,48.493478981948215,afternoon,medium,clear,high,city_center,46.6
3.87,5.0,evening,low,rainy,normal,suburbs,5.0
3.81,6.33069665685199,night,high,stormy,normal,city_center,8.14
3.11,5.0,morning,medium,clear,normal,suburbs,5.0
16.79,27.708396887726728,evening,medium,rainy,high,suburbs,36.97
11.05,19.456353628630403,evening,medium,rainy,high,city_center,28.64
19.58,35.319125593737034,afternoon,high,clear,normal,city_center,34.02
17.11,35.677751438679174,morning,low,clear,low,city_center,22.74
9.01,13.007996413634942,afternoon,low,clear,low,airport,16.15
22.56,46.558899102892184,evening,high,clear,normal,city_center,48.26
19.3,36.02621931009397,afternoon,medium,clear,high,city_center,41.77
7.49,17.991493294504952,morning,medium,clear,high,city_center,25.31
9.74,13.511405809515034,morning,high,clear,high,suburbs,26.52
8.55,7.221221710403938,evening,low,clear,normal,airport,10.96
4.78,24.76503594634878,afternoon,low,clear,normal,airport,16.46
4.55,11.361376259557126,morning,low,clear,normal,suburbs,9.11
23.47,45.979080296792034,night,high,clear,normal,city_center,42.23
11.51,20.86212550249832,afternoon,high,clear,high,city_center,32.7
10.2,17.48634718344425,evening,high,clear,low,city_center,19.55
18.51,23.584177320168696,morning,medium,clear,high,suburbs,34.97
14.27,32.729624405166774,afternoon,medium,clear,normal,suburbs,25.65
23.47,65.00014952534245,afternoon,high,clear,normal,suburbs,44.42
19.73,30.280779491618926,night,high,clear,normal,airport,36.42
12.5,24.153635550062965,evening,low,stormy,high,city_center,35.56
10.03,22.49314981431045,afternoon,low,clear,normal,city_center,15.85
24.68,42.87496265558406,evening,medium,rainy,normal,suburbs,48.11
18.23,47.34996751613195,evening,high,rainy,normal,airport,51.11
23.83,62.85527723801362,afternoon,medium,clear,normal,suburbs,42.13
3.84,7.489708300532493,afternoon,low,clear,normal,airport,13.0
21.41,44.69751992033904,afternoon,high,rainy,normal,city_center,38.96
16.29,29.80444889361018,morning,medium,clear,low,city_center,27.44
3.93,8.614848391480166,evening,low,clear,low,city_center,6.4
15.12,30.15532693335454,evening,medium,clear,high,city_center,40.89
17.47,54.90097888924686,evening,high,clear,high,city_center,64.93
1.3,12.70525974368032,evening,medium,rainy,high,suburbs,8.16
11.9,27.59114245503993,evening,high,clear,normal,suburbs,26.04
20.81,55.82084079028913,evening,high,clear,normal,city_center,50.8
8.09,5.0,night,low,clear,high,airport,21.6
12.01,6.964160497532934,evening,medium,rainy,high,city_center,29.13
11.62,24.028710360139172,evening,low,clear,normal,airport,26.25
8.25,24.23769776534282,evening,medium,clear,normal,city_center,24.34
23.04,43.081079950265895,afternoon,medium,clear,normal,city_center,36.84
19.75,49.656496790529296,evening,high,clear,normal,suburbs,44.14
3.65,16.656265131916903,evening,medium,clear,normal,city_center,9.66
24.93,53.390622803445325,morning,low,clear,high,suburbs,55.04
22.1,47.13372441592379,afternoon,low,clear,high,airport,48.95
7.81,5.0,morning,medium,clear,low,suburbs,9.51
21.09,48.31381178188279,morning,low,rainy,high,airport,64.18
3.55,15.751150543024925,afternoon,low,clear,low,city_center,10.81
24.98,51.306599290549414,afternoon,high,clear,normal,suburbs,44.23
16.98,39.46156502464071,evening,medium,clear,normal,suburbs,29.3
16.6,33.78779549965345,evening,medium,clear,high,city_center,40.42
3.17,7.923536999283978,afternoon,low,clear,normal,airport,10.49
22.53,50.065599007327314,morning,high,rainy,normal,suburbs,50.55
1.7,5.0,afternoon,high,clear,normal,city_center,12.1
6.78,10.794928900193778,afternoon,medium,rainy,normal,airport,18.44
4.43,5.583997419453708,evening,low,clear,normal,city_center,10.65
19.64,33.65246930914466,evening,high,clear,normal,airport,42.73
5.76,5.0,morning,medium,clear,normal,suburbs,8.88
22.86,58.98900391840747,afternoon,high,clear,normal,suburbs,46.38
16.75,32.131498840149256,night,medium,rainy,normal,airport,35.48
1.87,8.678330981721867,night,high,clear,low,airport,13.53
1.13,5.0,evening,high,rainy,normal,city_center,10.07
2.24,9.566003684438453,afternoon,medium,clear,high,city_center,12.86
15.54,32.309844297877184,morning,high,clear,normal,suburbs,29.94
20.24,37.99815441608019,afternoon,medium,clear,high,suburbs,41.09
6.73,11.440479499318105,afternoon,medium,clear,low,suburbs,13.17
21.39,40.72563586865018,evening,medium,clear,normal,suburbs,36.55
2.37,11.321011606178672,morning,medium,rainy,normal,suburbs,7.18
20.22,46.142263456442734,night,high,rainy,normal,city_center,39.41
23.27,39.05769200110689,evening,low,clear,normal,suburbs,34.88
19.53,48.450057406961314,night,medium,clear,normal,suburbs,34.91
17.75,49.657404256170125,night,medium,rainy,low,airport,40.21
21.11,32.14871540715721,afternoon,low,rainy,low,suburbs,23.31
1.96,10.161474288392904,evening,low,clear,normal,city_center,12.02
5.84,8.717993829522584,evening,high,rainy,high,airport,22.7
4.0,7.855063631088506,morning,medium,clear,normal,city_center,6.89
13.11,26.842100988066186,morning,high,clear,high,suburbs,38.46
18.88,34.947496828902445,afternoon,high,stormy,normal,suburbs,39.73
16.12,52.101552627953495,afternoon,medium,clear,high,suburbs,42.24
21.43,47.615589594179376,evening,low,rainy,high,airport,58.52
